address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 종로구 숭인동 76,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",1739,21307232,02-743-8545,홈플러스익스프레스 숭인점,http://place.map.kakao.com/21307232,서울 종로구 종로 347,127.01592512030284,37.57373389113336
서울 중구 신당동 292-43,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",2935,10972293,02-2236-8543,홈플러스익스프레스 신당점,http://place.map.kakao.com/10972293,서울 중구 다산로 222,127.015614964217,37.5629598264322
서울 용산구 이태원동 254-5,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",861,241644698,02-6956-6181,이마트에브리데이 이태원점,http://place.map.kakao.com/241644698,서울 용산구 회나무로13길 20-4,126.989876420979,37.540354379622
서울 서대문구 홍제동 294-46,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",4157,20560570,02-395-3674,롯데슈퍼프레시 유진점,http://place.map.kakao.com/20560570,서울 서대문구 통일로 484,126.94329430726096,37.59152047030609
서울 마포구 공덕동 467,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",3973,16269043,02-706-5601,롯데슈퍼프레시 프리미엄공덕점,http://place.map.kakao.com/16269043,서울 마포구 마포대로 109,126.95065762107069,37.545037811379586
서울 성북구 보문동6가 151-4,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",1023,78013444,02-923-1177,GS더프레시 성북보문점,http://place.map.kakao.com/78013444,서울 성북구 보문사길 111,127.019028515204,37.5803629479672
서울 서대문구 홍제동 474,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",1570,1596854550,02-379-5360,GS더프레시 홍제해링턴점,http://place.map.kakao.com/1596854550,서울 서대문구 세무서8길 30,126.94690796670682,37.590738287943495
서울 성북구 보문동7가 25-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",1047,16848946,02-921-8545,홈플러스익스프레스 보문점,http://place.map.kakao.com/16848946,서울 성북구 보문로 61,127.021578152966,37.5807949864566
서울 마포구 염리동 532,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3754,1091819561,02-707-1372,GS더프레시 마포염리점,http://place.map.kakao.com/1091819561,서울 마포구 대흥로24길 24,126.94689260594895,37.55178645977473
서울 성북구 돈암동 609-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",732,21312423,02-921-8053,GS더프레시 동소문점,http://place.map.kakao.com/21312423,서울 성북구 성북로4길 52,127.01150442703661,37.594549150779045
서울 용산구 갈월동 93-30,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",1927,1248066876,02-713-5602,롯데슈퍼프레시 갈월가맹점,http://place.map.kakao.com/1248066876,서울 용산구 한강대로77길 12,126.971951588438,37.5421039271422
서울 서대문구 홍은동 11-419,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",2400,1849667016,,이마트에브리데이 홍은점,http://place.map.kakao.com/1849667016,서울 서대문구 홍은중앙로 89,126.947352768989,37.5990285100933
서울 중구 신당동 844,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3010,25631751,02-2256-0003,GS더프레시 남산타운점,http://place.map.kakao.com/25631751,서울 중구 다산로 32,127.00870896330693,37.548070650958586
서울 성동구 상왕십리동 811,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2328,2139560667,02-2297-5180,GS더프레시 성동텐즈힐점,http://place.map.kakao.com/2139560667,서울 성동구 마장로 137,127.023974534629,37.5692338619715
서울 성북구 보문동2가 79,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",440,756896854,02-929-1233,GS더프레시 보문역사거리점,http://place.map.kakao.com/756896854,서울 성북구 보문로 121,127.018797798787,37.5857968761511
서울 용산구 원효로1가 133-3,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",2145,13025276,02-711-5602,롯데슈퍼프레시 원효로점,http://place.map.kakao.com/13025276,서울 용산구 백범로 341,126.96696665024781,37.53819950611165
서울 종로구 평창동 158-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3552,17861059,02-6713-2505,GS더프레시 종로평창점,http://place.map.kakao.com/17861059,서울 종로구 평창문화로 75,126.968910317285,37.606766654636
서울 종로구 구기동 94,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3624,21326963,02-396-1003,GS더프레시 종로구기점,http://place.map.kakao.com/21326963,서울 종로구 진흥로 456,126.95845267092453,37.606844525484284
서울 성동구 금호동1가 515,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",2774,11196659,02-2292-8545,홈플러스익스프레스 금호점,http://place.map.kakao.com/11196659,서울 성동구 행당로 6,127.02074667055113,37.554475247223344
서울 성동구 금호동3가 1331,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3499,12509815,02-2253-8541,홈플러스익스프레스 금호2점,http://place.map.kakao.com/12509815,서울 성동구 동호로 102,127.016449434922,37.548875319201
서울 마포구 노고산동 49-31,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",2453,12256191,02-2131-1000,하나로마트 신촌점,http://place.map.kakao.com/12256191,서울 마포구 신촌로 66,126.93311625899119,37.556066407053265
서울 성동구 행당동 346,MT1,대형마트,"가정,생활 > 대형마트 > 롯데마트",3797,18684695,02-3395-2500,롯데마트 행당역점,http://place.map.kakao.com/18684695,서울 성동구 행당로 84,127.02876909537906,37.556560275520376
서울 마포구 아현동 618-19,MT1,대형마트,"가정,생활 > 대형마트",4156,343636183,070-4495-9114,아현식자재마트,http://place.map.kakao.com/343636183,서울 마포구 마포대로 173-14,126.95344340170016,37.55075307648572
서울 성북구 동소문동5가 75,MT1,대형마트,"가정,생활 > 대형마트",320,287048932,02-924-2225,대서양식자재마트,http://place.map.kakao.com/287048932,서울 성북구 동소문로 98,127.016172507901,37.5922519752983
서울 마포구 도화동 353,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3156,13573954,02-3272-8544,홈플러스익스프레스 도화점,http://place.map.kakao.com/13573954,서울 마포구 도화4길 73,126.951635711427,37.5391501836168
서울 성동구 옥수동 561,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2852,1820196144,02-2292-8221,GS더프레시 성동옥수점,http://place.map.kakao.com/1820196144,서울 성동구 독서당로 223,127.015192386396,37.5442704817583
서울 성동구 행당동 168-151,MT1,대형마트,"가정,생활 > 대형마트 > 이마트",3638,8047104,02-6438-1234,이마트 왕십리점,http://place.map.kakao.com/8047104,서울 성동구 왕십리광장로 17,127.038735688303,37.561703921452
서울 성동구 옥수동 447-4,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3362,17319316,02-2294-8574,홈플러스익스프레스 옥수점,http://place.map.kakao.com/17319316,서울 성동구 독서당로 171,127.010830897363,37.5412354947581
서울 성동구 하왕십리동 1070-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2908,1390888815,02-2295-7377,GS더프레시 상왕십리역점,http://place.map.kakao.com/1390888815,서울 성동구 왕십리로 410,127.028866302857,37.5650422356379
서울 성동구 하왕십리동 966-11,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3263,16413218,02-2299-8545,홈플러스익스프레스 왕십리점,http://place.map.kakao.com/16413218,서울 성동구 왕십리로 333,127.032511118127,37.5628194313157
서울 동대문구 제기동 1019,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 노브랜드",2269,1304869222,02-380-5111,노브랜드 경동시장점,http://place.map.kakao.com/1304869222,서울 동대문구 고산자로36길 3,127.03920909103306,37.57954797647081
서울 성동구 행당동 140,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",3824,818128967,,이마트에브리데이 행당점,http://place.map.kakao.com/818128967,서울 성동구 고산자로6길 40,127.03572799915071,37.558450469143565
서울 용산구 한남동 26-5,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",4009,19539520,02-792-8542,홈플러스익스프레스 한남점,http://place.map.kakao.com/19539520,서울 용산구 유엔빌리지길 11,127.010363710045,37.5339987017196
서울 용산구 한강로3가 40-999,MT1,대형마트,"가정,생활 > 대형마트 > 이마트",3013,10751938,02-6363-2200,이마트 용산점,http://place.map.kakao.com/10751938,서울 용산구 한강대로23길 55,126.96578815221102,37.52968200913392
서울 용산구 한남동 631-5,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",1366,1755474779,02-793-9633,롯데슈퍼프레시 한남가맹점,http://place.map.kakao.com/1755474779,서울 용산구 대사관로34길 26,127.005645582603,37.5320051061339
서울 성북구 돈암동 636,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",1068,21310030,02-3291-3333,GS더프레시 성북돈암점,http://place.map.kakao.com/21310030,서울 성북구 북악산로 844,127.01814658705831,37.59895956994234
서울 동대문구 전농동 588-1,MT1,대형마트,"가정,생활 > 대형마트 > 롯데마트",2997,16823116,02-3298-2500,롯데마트 청량리점,http://place.map.kakao.com/16823116,서울 동대문구 왕산로 214,127.04864675346128,37.580304002283405
서울 성동구 성수동1가 656-1208,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3358,55905098,02-499-4519,GS더프레시 서울숲점,http://place.map.kakao.com/55905098,서울 성동구 왕십리로 109,127.044359166901,37.5473679699007
서울 용산구 한강로3가 98,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2964,1215751245,02-790-0991,GS더프레시 용산해링턴점,http://place.map.kakao.com/1215751245,서울 용산구 서빙고로 17,126.96854235886244,37.52576161481357
서울 서초구 잠원동 57-20,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3172,10997800,02-3478-9017,GS더프레시 잠원점,http://place.map.kakao.com/10997800,서울 서초구 잠원로8길 25,127.011587124073,37.5143855673095
서울 서초구 잠원동 70-2,MT1,대형마트,"가정,생활 > 대형마트 > 킴스클럽",3633,18276130,02-530-5000,킴스클럽 강남점,http://place.map.kakao.com/18276130,서울 서초구 잠원로 51,127.00743090327603,37.509233959215884
서울 서초구 반포동 19-4,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 노브랜드",3939,914807858,02-380-5111,노브랜드 강남터미널점,http://place.map.kakao.com/914807858,서울 서초구 신반포로 194,127.00530993504891,37.50532821687612
서울 서초구 잠원동 60-3,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",3160,956363761,02-2062-8684,이마트에브리데이 잠원메이플자이점,http://place.map.kakao.com/956363761,서울 서초구 잠원로4길 50,127.011981625622,37.5127781367296
서울 강남구 신사동 510-11,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",2360,1465653536,,이마트에브리데이 강남시장점,http://place.map.kakao.com/1465653536,서울 강남구 압구정로2길 46,127.02068932937416,37.51897944183764
서울 서초구 반포동,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",3181,942910883,02-3482-8812,하나로마트 반포점,http://place.map.kakao.com/942910883,서울 서초구 반포대로 291,126.999480884699,37.5049021595516
서울 서초구 반포동 2-8,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",3039,11073574,02-595-4617,롯데슈퍼프레시 신반포점,http://place.map.kakao.com/11073574,서울 서초구 신반포로15길 29,126.99428290768091,37.50540298131252
서울 서초구 잠원동 58-24,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",3259,10363444,02-599-5601,롯데슈퍼프레시 잠원점,http://place.map.kakao.com/10363444,서울 서초구 신반포로 257,127.01200925092122,37.50870919770225
서울 강남구 신사동 568-24,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2048,11840190,02-518-4089,GS더프레시 신사점,http://place.map.kakao.com/11840190,서울 강남구 압구정로18길 25,127.0254338507174,37.52331864627983
서울 서초구 반포동 18-3,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3255,15523355,02-3481-8545,홈플러스익스프레스 반포2점,http://place.map.kakao.com/15523355,서울 서초구 반포대로 287,127.000882152374,37.5045327451825
서울 동작구 흑석동 97-2,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",3325,15198174,,이마트에브리데이 흑석동점,http://place.map.kakao.com/15198174,서울 동작구 서달로 158,126.96233082072824,37.507067577036175
서울 서초구 반포동 20-51,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3175,11779677,02-536-8545,홈플러스익스프레스 반포점,http://place.map.kakao.com/11779677,서울 서초구 사평대로45길 10-25,127.013938393932,37.506611446308
서울 강남구 논현동 140,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2237,26890613,02-548-6071,GS더프레시 강남영동점,http://place.map.kakao.com/26890613,서울 강남구 강남대로128길 20,127.023652458739,37.5100084909034
서울 동작구 흑석동 332,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",3293,11975469,02-813-7005,하나로마트 흑석점,http://place.map.kakao.com/11975469,서울 동작구 서달로 150,126.96195769458184,37.506861127319745
서울 서초구 반포동 30-25,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2802,21308698,02-592-1832,GS더프레시 서초점,http://place.map.kakao.com/21308698,서울 서초구 서초중앙로 238,127.0121723080741,37.50290850933364
서울 서초구 반포동 54-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",2857,707649582,02-3478-0901,롯데슈퍼프레시 반포2점,http://place.map.kakao.com/707649582,서울 서초구 고무래로 22,127.010757453712,37.5025716705172
서울 강남구 신사동 638-6,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",1654,2098855117,02-511-5837,GS더프레시 압구정점,http://place.map.kakao.com/2098855117,서울 강남구 압구정로 312,127.035515858915,37.5287779195677
서울 강남구 논현동 129,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",1561,16272886,02-516-8546,홈플러스익스프레스 학동역점,http://place.map.kakao.com/16272886,서울 강남구 학동로 176,127.030245631984,37.5135533395888
서울 서초구 방배동 755-5,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",3647,7856982,02-534-5601,롯데슈퍼프레시 방배점1,http://place.map.kakao.com/7856982,서울 서초구 방배중앙로 198,126.98562976160807,37.4967374515177
서울 서초구 반포동 96-7,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",3999,21402338,02-595-8545,홈플러스익스프레스 서래마을점,http://place.map.kakao.com/21402338,서울 서초구 서래로 23,126.998186111806,37.4971336732917
서울 서초구 서초동 1685-3,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",2464,10979066,02-3478-8545,홈플러스익스프레스 서초점,http://place.map.kakao.com/10979066,서울 서초구 서초중앙로 188,127.012801613753,37.4992305364984
서울 서초구 서초동 1302-4,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",2787,12421792,02-534-3651,이마트에브리데이 서초동점,http://place.map.kakao.com/12421792,서울 서초구 서운로 216,127.021872220302,37.5023574981132
서울 동작구 동작동 333,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",3238,1748066700,02-599-1521,남서울농협하나로마트 이수점,http://place.map.kakao.com/1748066700,서울 동작구 동작대로39길 22,126.982354909756,37.4939896577635
서울 동대문구 답십리동 530-11,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",4057,18690175,,이마트에브리데이 답십리점,http://place.map.kakao.com/18690175,서울 동대문구 고미술로 49,127.05328592322,37.567291635315
서울 동대문구 장안동 580,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 노브랜드",2193,1755487607,02-380-5111,노브랜드 동대문장안점,http://place.map.kakao.com/1755487607,서울 동대문구 한천로 42,127.062390264066,37.5663753673336
서울 동대문구 전농동 10,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",4105,11840119,02-2248-7800,롯데슈퍼프레시 전농점,http://place.map.kakao.com/11840119,서울 동대문구 사가정로 148,127.06079500061772,37.577697832154584
서울 광진구 자양동 227-7,MT1,대형마트,"가정,생활 > 대형마트 > 이마트",4549,19566620,02-6742-1234,이마트 자양점,http://place.map.kakao.com/19566620,서울 광진구 아차산로 272,127.07339432262434,37.53841287581957
서울 성북구 하월곡동 46-73,MT1,대형마트,"가정,생활 > 대형마트 > 홈플러스",4350,12273255,02-3669-8000,홈플러스 월곡점,http://place.map.kakao.com/12273255,서울 성북구 화랑로 76,127.039884510741,37.6020572378164
서울 중랑구 면목동 168-2,MT1,대형마트,"가정,생활 > 대형마트 > 홈플러스",3019,10971473,02-437-2080,홈플러스 면목점,http://place.map.kakao.com/10971473,서울 중랑구 사가정로 332,127.081974038406,37.5805270297788
서울 동대문구 장안동 111-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",3825,19715119,02-2244-2800,동서울농협하나로마트 장안점,http://place.map.kakao.com/19715119,서울 동대문구 한천로 193,127.067892934497,37.5781609485376
서울 동대문구 장안동 462,MT1,대형마트,"가정,생활 > 대형마트",2777,1889682354,02-2248-5330,더드림식자재마트,http://place.map.kakao.com/1889682354,서울 동대문구 장한로2길 33,127.067217539688,37.5622930071708
서울 성북구 하월곡동 230,MT1,대형마트,"가정,생활 > 대형마트 > 이마트",3903,21298201,02-6936-1234,이마트 하월곡점,http://place.map.kakao.com/21298201,서울 성북구 종암로 167,127.03128474705741,37.604713247072375
서울 성동구 성수동2가 277-17,MT1,대형마트,"가정,생활 > 대형마트",2308,26817792,02-463-7900,라성마트,http://place.map.kakao.com/26817792,서울 성동구 성수이로 118,127.05753487333152,37.544886340021634
서울 동대문구 장안동 339-8,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",2923,942305811,02-2212-5347,GS더프레시 장안한내점,http://place.map.kakao.com/942305811,서울 동대문구 장한로26다길 87,127.071755868241,37.5678413724544
서울 광진구 화양동 10-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3562,8139721,02-469-1333,GS더프레시 광진화양점,http://place.map.kakao.com/8139721,서울 광진구 능동로13길 39,127.06979675817672,37.543835470900724
서울 동대문구 장안동 94-27,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 롯데슈퍼프레시",3382,11840118,02-2242-5611,롯데슈퍼프레시 장안점,http://place.map.kakao.com/11840118,서울 동대문구 한천로46길 42,127.07070813762843,37.581464140898916
서울 동대문구 장안동 310-8,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",3897,1727314369,02-3394-6025,GS더프레시 동대문장안점,http://place.map.kakao.com/1727314369,서울 동대문구 장한로28가길 45,127.072648080695,37.5751001435646
서울 광진구 중곡동 157-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 홈플러스익스프레스",2146,16527028,02-447-8545,홈플러스익스프레스 중곡점,http://place.map.kakao.com/16527028,서울 광진구 능동로 314,127.08002393417277,37.55774219615032
서울 광진구 중곡동 229-5,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",3856,15197869,,이마트에브리데이 중곡동점,http://place.map.kakao.com/15197869,서울 광진구 긴고랑로11길 11,127.081312929515,37.5639095381113
서울 동대문구 휘경동 172,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 이마트에브리데이",4229,1903162951,02-2039-7929,이마트에브리데이 휘경자이점,http://place.map.kakao.com/1903162951,서울 동대문구 외대역동로 63-27,127.06431287118671,37.593446495024246
서울 동대문구 답십리동 2-9,MT1,대형마트,"가정,생활 > 대형마트",2133,425333608,02-2248-1999,알뜰공감 청량리점,http://place.map.kakao.com/425333608,서울 동대문구 답십리로 209,127.063816722203,37.5733203776321
서울 광진구 능동 234-1,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",1830,13763463,02-446-2923,GS더프레시 광진능동점,http://place.map.kakao.com/13763463,서울 광진구 천호대로112길 25,127.081127786091,37.5549591632513
서울 광진구 구의동 546-4,MT1,대형마트,"가정,생활 > 대형마트 > 롯데마트",2519,7858395,02-3424-2500,롯데마트 강변점,http://place.map.kakao.com/7858395,서울 광진구 광나루로56길 85,127.09622875485857,37.53586466606496
서울 광진구 구의동 257-126,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > GS더프레시",270,823816581,02-452-3812,GS더프레시 구의역점,http://place.map.kakao.com/823816581,서울 광진구 자양로18길 33,127.08537495601,37.5379182820176
서울 광진구 자양동 635-8,MT1,대형마트,"가정,생활 > 슈퍼마켓 > 대형슈퍼 > 하나로마트",2920,21348974,02-3437-9150,서울중앙농협하나로마트,http://place.map.kakao.com/21348974,서울 광진구 뚝섬로 639,127.08091942235265,37.5318099323303
서울 광진구 자양동 870,MT1,대형마트,"가정,생활 > 대형마트 > 킴스클럽",2922,1987046647,,킴스클럽 NC이스트폴점,http://place.map.kakao.com/1987046647,서울 광진구 아차산로 402,127.087852469231,37.5366109156758
