address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y,종별
서울 중구 을지로4가 310,HP8,병원,"의료,건강 > 병원 > 신경외과",246,1618639825,02-6261-7582,을지로마디튼튼신경외과의원,http://place.map.kakao.com/1618639825,서울 중구 을지로 164,126.99628738367798,37.566132307471094,신경외과
서울 중구 을지로6가 18-131,HP8,병원,"의료,건강 > 병원 > 피부과",827,11440985,02-2275-5085,리뉴미피부과의원 동대문점,http://place.map.kakao.com/11440985,서울 중구 을지로 251,127.00624809622123,37.56654665866253,피부과
서울 중구 을지로5가 21-1,HP8,병원,"의료,건강 > 병원 > 외과",486,13267478,02-2279-0771,중앙외과의원,http://place.map.kakao.com/13267478,서울 중구 을지로 211,127.00152354880404,37.56700812407226,외과
서울 중구 충무로4가 125-3,HP8,병원,"의료,건강 > 병원 > 내과",296,963712943,02-2268-9000,대한내과의원,http://place.map.kakao.com/963712943,서울 중구 퇴계로 213,126.9954953118,37.5619012011237,내과
서울 중구 을지로4가 313-2,HP8,병원,"의료,건강 > 병원 > 치과",323,13503559,02-2267-2404,권오택치과의원,http://place.map.kakao.com/13503559,서울 중구 을지로 154,126.995033231335,37.5663196685379,치과
서울 중구 을지로4가 323,HP8,병원,"의료,건강 > 병원 > 이비인후과",244,1412983462,02-3706-7233,성모준이비인후과의원,http://place.map.kakao.com/1412983462,서울 중구 을지로 170,126.99698462514,37.5662809916779,이비인후과
서울 종로구 종로5가 398-3,HP8,병원,"의료,건강 > 병원 > 정형외과",759,1140724016,02-2273-7588,종로본정형외과의원,http://place.map.kakao.com/1140724016,서울 종로구 동호로 399,127.00165265341477,37.5700426756658,정형외과
서울 중구 필동2가 53,HP8,병원,"가정,생활 > 반려동물 > 동물병원",277,9322160,02-2272-1234,윤신근박사동물병원,http://place.map.kakao.com/9322160,서울 중구 퇴계로 226,126.996862574927,37.5616381543437,동물병원
서울 중구 을지로4가 310-68,HP8,병원,"의료,건강 > 병원 > 가정의학과",277,25527896,02-2285-5595,더맑은가정의학과의원,http://place.map.kakao.com/25527896,서울 중구 을지로 158,126.995581081062,37.5661322831475,가정의학과
서울 종로구 종로3가 10,HP8,병원,"의료,건강 > 병원 > 내과",946,1768283,02-323-3330,연세센스의원,http://place.map.kakao.com/1768283,서울 종로구 종로 115,126.99045755325152,37.57060091870583,내과
서울 종로구 종로3가 119,HP8,병원,"의료,건강 > 병원 > 비뇨기과",875,21125753,02-2277-6699,타워비뇨기과의원 종로점,http://place.map.kakao.com/21125753,서울 종로구 종로 120,126.9909160633058,37.570064862628435,비뇨기과
서울 중구 을지로2가 203,HP8,병원,"의료,건강 > 병원 > 이비인후과",787,1454946270,02-6031-0088,두리이비인후과의원,http://place.map.kakao.com/1454946270,서울 중구 을지로 100,126.98872751519446,37.56573629043616,이비인후과
서울 중구 을지로4가 323,HP8,병원,"의료,건강 > 병원 > 치과",226,53856201,02-2269-2875,서울중부치과의원,http://place.map.kakao.com/53856201,서울 중구 을지로 170,126.997328727022,37.5661395435934,치과
서울 종로구 종로3가 16,HP8,병원,"의료,건강 > 병원 > 정형외과",907,1333440672,02-745-7575,종로아산본정형외과,http://place.map.kakao.com/1333440672,서울 종로구 종로 123,126.991277087194,37.5706622497857,정형외과
서울 중구 을지로4가 323,HP8,병원,"의료,건강 > 병원 > 정형외과",244,181023792,02-3706-7290,을지트윈타워정형외과의원,http://place.map.kakao.com/181023792,서울 중구 을지로 170,126.99792070484791,37.56626299195542,정형외과
서울 중구 명동2가 2-23,HP8,병원,"의료,건강 > 병원 > 내과",1057,1614768995,02-2285-2286,호기내과의원,http://place.map.kakao.com/1614768995,서울 중구 명동길 56,126.98543296838625,37.56377085716275,내과
서울 중구 필동1가 51-11,HP8,병원,"의료,건강 > 병원 > 치과",452,9961943,02-2274-8828,믿음치과의원,http://place.map.kakao.com/9961943,서울 중구 퇴계로 195,126.993589353452,37.5613713269615,치과
서울 중구 필동1가 43-1,HP8,병원,"의료,건강 > 병원 > 내과",494,8477398,02-2272-3303,윤창옥내과의원,http://place.map.kakao.com/8477398,서울 중구 충무로 3,126.9928604474576,37.56149562268241,내과
서울 종로구 종로5가 70,HP8,병원,"의료,건강 > 병원 > 정형외과",922,515889393,02-3675-7650,종로광장정형외과의원,http://place.map.kakao.com/515889393,서울 종로구 종로 223,127.002485815567,37.5713581142173,정형외과
서울 중구 초동 17-1,HP8,병원,"의료,건강 > 병원 > 외과",417,123368282,02-2265-7770,을지바른의원,http://place.map.kakao.com/123368282,서울 중구 충무로 48,126.992959682976,37.5653753192324,외과
서울 중구 을지로6가 18-131,HP8,병원,"의료,건강 > 병원 > 외과",828,1705727096,02-6956-7503,초이스외과의원,http://place.map.kakao.com/1705727096,서울 중구 을지로 251,127.00625149260331,37.56655476744009,외과
서울 중구 충무로4가 125-3,HP8,병원,"의료,건강 > 병원 > 이비인후과",285,13141903,02-2272-8275,서울이비인후과,http://place.map.kakao.com/13141903,서울 중구 퇴계로 213,126.995631128809,37.5619480580535,이비인후과
서울 종로구 종로3가 130,HP8,병원,"의료,건강 > 병원 > 비뇨기과",826,10657838,02-2272-5588,늘푸른비뇨기과의원,http://place.map.kakao.com/10657838,서울 종로구 종로 128,126.99192123111467,37.57013881732143,비뇨기과
서울 중구 을지로2가 203,HP8,병원,"의료,건강 > 병원 > 정형외과",789,299345703,02-2269-0096,굿본정형외과 재활의학과의원 을지로,http://place.map.kakao.com/299345703,서울 중구 을지로 100,126.98878859886247,37.56599217912386,정형외과
서울 종로구 종로5가 100,HP8,병원,"의료,건강 > 병원 > 안과",848,1323775743,02-333-3334,미소안과의원,http://place.map.kakao.com/1323775743,서울 종로구 종로 207,127.00071653894796,37.571276147649144,안과
서울 중구 필동2가 37-9,HP8,병원,"의료,건강 > 병원 > 정형외과",297,412610701,02-2275-0089,필선의원,http://place.map.kakao.com/412610701,서울 중구 퇴계로 222,126.99644606773,37.5615282209428,정형외과
서울 중구 을지로6가 18-12,HP8,병원,"의료,건강 > 병원 > 피부과",1141,1046803923,02-6956-0876,동대문 밴스의원,http://place.map.kakao.com/1046803923,서울 중구 장충단로 275,127.0087498872616,37.56901522811765,피부과
서울 용산구 한남동 657-58,HP8,병원,"의료,건강 > 병원 > 종합병원",1249,7958824,02-709-9114,순천향대학교 부속 서울병원,http://place.map.kakao.com/7958824,서울 용산구 대사관로 59,127.00426540030378,37.533768423192,종합병원
서울 용산구 이태원동 127-7,HP8,병원,"의료,건강 > 병원 > 정형외과",433,936036552,02-797-7272,이태원정형외과의원,http://place.map.kakao.com/936036552,서울 용산구 이태원로 186,126.9946144696173,37.534299967965644,정형외과
서울 용산구 이태원동 531,HP8,병원,"가정,생활 > 반려동물 > 동물병원",498,10751804,02-797-6677,이태원동물병원,http://place.map.kakao.com/10751804,서울 용산구 녹사평대로 210,126.9871976924505,37.536398728495044,동물병원
서울 용산구 이태원동 56-21,HP8,병원,"의료,건강 > 병원 > 치과",158,2078526065,02-797-1771,글로벌치과의원,http://place.map.kakao.com/2078526065,서울 용산구 이태원로 142-1,126.989718886055,37.533975282915,치과
서울 용산구 이태원동 119-18,HP8,병원,"의료,건강 > 병원 > 치과",316,1132327174,02-794-0551,대원치과의원,http://place.map.kakao.com/1132327174,서울 용산구 이태원로 169,126.99268650596,37.5346511645389,치과
서울 용산구 이태원동 127-7,HP8,병원,"의료,건강 > 병원 > 피부과",444,1794829280,02-2135-2233,엘리엇의원,http://place.map.kakao.com/1794829280,서울 용산구 이태원로 186,126.99471063515706,37.53436574537576,피부과
서울 용산구 한남동 737-37,HP8,병원,"의료,건강 > 병원 > 일반의원",672,8831171,02-790-0857,국제의원,http://place.map.kakao.com/8831171,서울 용산구 이태원로 211,126.99721669791462,37.53493976855564,일반의원
서울 용산구 이태원동 22-46,HP8,병원,"의료,건강 > 병원 > 치과",419,13147820,02-790-8353,힐탑치과의원,http://place.map.kakao.com/13147820,서울 용산구 녹사평대로26길 92,126.99467803943648,37.53133567720221,치과
서울 용산구 이태원동 137-67,HP8,병원,"의료,건강 > 병원 > 내과",498,1925014271,02-793-7676,용훼미리의원,http://place.map.kakao.com/1925014271,서울 용산구 우사단로 36,126.995741407856,37.5334215380509,내과
서울 용산구 동빙고동 7-19,HP8,병원,"가정,생활 > 반려동물 > 동물병원",500,9507328,02-792-7602,청화종합동물병원,http://place.map.kakao.com/9507328,서울 용산구 장문로 18,126.9923748671708,37.52843432595214,동물병원
서울 용산구 이태원동 64-53,HP8,병원,"의료,건강 > 병원 > 치과",194,26881603,02-749-3837,맨해튼치과의원,http://place.map.kakao.com/26881603,서울 용산구 이태원로 156-1,126.99126550328057,37.53413758759665,치과
서울 용산구 이태원동 225-1,HP8,병원,"의료,건강 > 병원 > 내과",773,8161568,02-792-5575,허내과의원,http://place.map.kakao.com/8161568,서울 용산구 회나무로13길 5,126.989323231747,37.539534420897,내과
서울 용산구 이태원동 303-17,HP8,병원,"의료,건강 > 병원 > 신경외과",693,11643963,02-793-8863,삼성신경외과의원,http://place.map.kakao.com/11643963,서울 용산구 회나무로6길 5,126.988866223783,37.5387595185779,신경외과
서울 용산구 이태원동 127-1,HP8,병원,"의료,건강 > 병원 > 치과",508,11738431,02-790-2825,서울앤치과의원,http://place.map.kakao.com/11738431,서울 용산구 우사단로 47,126.995519598076,37.5343450558176,치과
서울 용산구 이태원동 303-19,HP8,병원,"의료,건강 > 병원 > 일반의원",681,8166350,02-795-3351,혜광의원,http://place.map.kakao.com/8166350,서울 용산구 회나무로6길 5,126.98877685499104,37.53863787509089,일반의원
서울 용산구 이태원동 127-13,HP8,병원,"의료,건강 > 병원 > 치과",405,1894322513,02-793-2888,해밀턴치과의원,http://place.map.kakao.com/1894322513,서울 용산구 보광로60길 3,126.99436670223082,37.534136875245366,치과
서울 용산구 보광동 274-1,HP8,병원,"의료,건강 > 병원 > 일반의원",609,10060532,02-749-8096,열린보광의원,http://place.map.kakao.com/10060532,서울 용산구 우사단로 3,126.996655702507,37.5306690087465,일반의원
서울 용산구 이태원동 126-15,HP8,병원,"의료,건강 > 병원 > 일반의원",531,10752432,02-792-5551,이태원의원,http://place.map.kakao.com/10752432,서울 용산구 우사단로 46,126.995872608377,37.5341828885234,일반의원
서울 용산구 보광동 260-12,HP8,병원,"의료,건강 > 병원 > 일반의원",964,234078375,02-798-0022,원바른의원,http://place.map.kakao.com/234078375,서울 용산구 보광로 41,126.99927143302935,37.52776062049829,일반의원
서울 용산구 이태원동 278-12,HP8,병원,"의료,건강 > 병원 > 일반의원",753,9951249,02-796-8275,이태원제일의원,http://place.map.kakao.com/9951249,서울 용산구 회나무로 23,126.989196532609,37.5393397933544,일반의원
서울 용산구 한남동 738-15,HP8,병원,"의료,건강 > 병원 > 피부과",918,485907410,02-3785-2374,꼬모의원,http://place.map.kakao.com/485907410,서울 용산구 이태원로 237,126.999513479242,37.5362642713471,피부과
서울 용산구 한남동 738-20,HP8,병원,"의료,건강 > 병원 > 내과",941,623170058,02-6324-0202,한동철내과의원,http://place.map.kakao.com/623170058,서울 용산구 이태원로 239,126.999730715961,37.53639131312263,내과
서울 용산구 이태원동 225-93,HP8,병원,"가정,생활 > 반려동물 > 동물병원",780,11558466,02-792-7585,라온동물병원,http://place.map.kakao.com/11558466,서울 용산구 회나무로13길 6,126.989554044758,37.5396173335462,동물병원
서울 용산구 이태원동 34-151,HP8,병원,"의료,건강 > 병원 > 치과",215,24211032,02-749-1150,이엔아이치과의원,http://place.map.kakao.com/24211032,서울 용산구 녹사평대로26길 21,126.9913066128882,37.53087416445748,치과
서울 용산구 이태원동 225-167,HP8,병원,"의료,건강 > 병원 > 치과",757,8140886,02-798-2824,한&진서울치과의원,http://place.map.kakao.com/8140886,서울 용산구 회나무로 30,126.989879941411,37.5394227459077,치과
서울 용산구 이태원동 225-1,HP8,병원,"의료,건강 > 병원 > 치과",767,10656326,02-792-5311,연세치과의원,http://place.map.kakao.com/10656326,서울 용산구 회나무로13길 5,126.989314187518,37.5394803600742,치과
서울 용산구 용산동2가 45-7,HP8,병원,"가정,생활 > 반려동물 > 동물병원",1040,8147667,,한사랑동물병원,http://place.map.kakao.com/8147667,서울 용산구 신흥로 36-1,126.987408379512,37.5417110480225,동물병원
서울 용산구 이태원동 305-3,HP8,병원,"의료,건강 > 병원 > 일반의원",716,1605040157,02-797-0075,경리단길의원,http://place.map.kakao.com/1605040157,서울 용산구 회나무로 15,126.988409084138,37.538896426621,일반의원
서울 용산구 보광동 280-4,HP8,병원,"의료,건강 > 병원 > 정형외과",1021,8540041,02-797-8797,은혜정형외과의원,http://place.map.kakao.com/8540041,서울 용산구 보광로 35,126.99960177979918,37.52724524897598,정형외과
서울 용산구 이태원동 225-1,HP8,병원,"의료,건강 > 병원 > 산부인과",775,15720714,02-792-3885,봄산부인과의원,http://place.map.kakao.com/15720714,서울 용산구 회나무로13길 5,126.989287021908,37.5395488336189,산부인과
서울 용산구 보광동 448,HP8,병원,"의료,건강 > 병원 > 안과",1211,7895685,02-797-8275,밝은연세안과의원,http://place.map.kakao.com/7895685,서울 용산구 장문로 104,127.001257995478,37.5261532284716,안과
서울 용산구 보광동 216-12,HP8,병원,"의료,건강 > 병원 > 일반의원",1145,25807280,02-6205-6560,훼미리365의원,http://place.map.kakao.com/25807280,서울 용산구 장문로 96,127.00012670427121,37.525970331668994,일반의원
서울 용산구 용산동2가 27-4,HP8,병원,"의료,건강 > 병원 > 가정의학과",1207,8030200,02-793-4163,우리들가정의원,http://place.map.kakao.com/8030200,서울 용산구 신흥로 53,126.98753598155395,37.54327519690264,가정의학과
서울 용산구 한남동 738-20,HP8,병원,"의료,건강 > 병원 > 치과",938,11067134,02-712-2400,이엔치과의원,http://place.map.kakao.com/11067134,서울 용산구 이태원로 239,126.99971035000743,37.53637419407034,치과
서울 용산구 한남동 653-26,HP8,병원,"가정,생활 > 반려동물 > 동물병원",1021,1350531555,,펫토이동물병원,http://place.map.kakao.com/1350531555,서울 용산구 대사관로 32,127.001701628195,37.5334909796591,동물병원
서울 용산구 용산동2가 45-1,HP8,병원,"가정,생활 > 반려동물 > 동물병원",1184,22052540,02-790-7508,퍼스동물병원,http://place.map.kakao.com/22052540,서울 용산구 신흥로 54,126.987833607195,37.5431022360352,동물병원
