address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 송파구 신천동 29,,,"가정,생활 > 백화점 > 롯데백화점",,25976553,1577-0001,롯데에비뉴엘 잠실점,http://place.map.kakao.com/25976553,서울 송파구 올림픽로 300,127.1017076705143,37.51289803779354
서울 광진구 자양동 227-342,,,"가정,생활 > 백화점 > 롯데백화점",,13113512,1577-0001,롯데백화점 건대스타시티점,http://place.map.kakao.com/13113512,서울 광진구 능동로 92,127.07140800638,37.538995238639366
서울 서대문구 창천동 30-1,,,"가정,생활 > 백화점 > 현대백화점",,26992232,02-3145-2233,현대백화점유플렉스 신촌점,http://place.map.kakao.com/26992232,서울 서대문구 연세로 13,126.93661730245256,37.55673777941326
서울 중구 충무로1가 54,,,"가정,생활 > 백화점 > 신세계백화점",,18217490,1588-1234,신세계백화점 본점 디 에스테이트,http://place.map.kakao.com/18217490,서울 중구 퇴계로 77,126.98079324400408,37.56026711864722
서울 영등포구 여의도동 22,,,"가정,생활 > 백화점 > 현대백화점",,1662602781,02-767-2233,더현대 서울,http://place.map.kakao.com/1662602781,서울 영등포구 여의대로 108,126.92844612411159,37.525872071029134
서울 중구 소공동 7,,,"가정,생활 > 백화점 > 롯데백화점",,27436903,1577-0001,롯데에비뉴엘 본점,http://place.map.kakao.com/27436903,서울 중구 남대문로 73,126.98172036429938,37.56420056646383
서울 강서구 등촌동 689,,,"가정,생활 > 백화점 > NC백화점",,23893436,02-2667-9000,NC백화점 강서점,http://place.map.kakao.com/23893436,서울 강서구 강서로56길 17,126.84051669137811,37.559975361958074
서울 중구 충무로1가 53-1,,,"가정,생활 > 백화점 > 신세계백화점",,361141033,,신세계백화점 본점 더헤리티지,http://place.map.kakao.com/361141033,서울 중구 남대문로 42,126.980523672613,37.5610410307618
서울 은평구 대조동 240,,,"가정,생활 > 백화점 > NC백화점",,18342865,02-3417-2001,NC백화점 불광점,http://place.map.kakao.com/18342865,서울 은평구 불광로 20,126.92892083370589,37.60970999608246
서울 강남구 수서동 198-2,,,"가정,생활 > 백화점 > 신세계백화점",,634189251,,신세계백화점 수서역점 (2029년예정),http://place.map.kakao.com/634189251,,127.105761941483,37.4843461041682
서울 송파구 신천동 7-18,,,"가정,생활 > 백화점 > 롯데백화점",,17002824,02-2146-2016,롯데백화점 캐슬플라자,http://place.map.kakao.com/17002824,서울 송파구 올림픽로 269,127.1002099931613,37.51450490643598
서울 마포구 동교동 192-45,,,"가정,생활 > 백화점 > AK플라자",,1156421273,02-789-9800,AK플라자 홍대,http://place.map.kakao.com/1156421273,서울 마포구 양화로 188,126.92640783829829,37.55780854901018
서울 구로구 구로동 573,,,"가정,생활 > 백화점 > NC백화점",,1209622021,02-6923-2000,NC백화점 신구로점,http://place.map.kakao.com/1209622021,서울 구로구 구로중앙로 152,126.88274690675226,37.50114804483891
서울 송파구 문정동 634,,,"가정,생활 > 백화점 > NC백화점",,13127754,02-2157-5000,NC백화점 송파점,http://place.map.kakao.com/13127754,서울 송파구 충민로 66,127.12556546623985,37.47760249113567
서울 양천구 목동 916,,,"가정,생활 > 백화점 > 현대백화점",,27494888,02-2163-2233,현대백화점 목동점 별관,http://place.map.kakao.com/27494888,서울 양천구 목동동로 257,126.875340418741,37.5263937863213
서울 강남구 압구정동 494,,,"가정,생활 > 백화점 > 갤러리아백화점",,11268763,02-3449-4114,갤러리아백화점 WEST점,http://place.map.kakao.com/11268763,서울 강남구 압구정로 343,127.04014394421372,37.52842774945761
서울 강남구 압구정동 515,,,"가정,생활 > 백화점 > 갤러리아백화점",,9766149,02-3449-4114,갤러리아백화점 EAST점,http://place.map.kakao.com/9766149,서울 강남구 압구정로 407,127.0418814074669,37.52797664522159
서울 중구 소공동 1,,,"가정,생활 > 백화점 > 롯데백화점",,1278908484,02-726-4547,파소티 롯데백화점본점,http://place.map.kakao.com/1278908484,서울 중구 남대문로 81,126.98181642015454,37.564829026172674
